@relation from3v2
@attribute state[0] numeric
@attribute state[1] numeric
@attribute state[2] numeric
@attribute state[3] numeric
@attribute state[4] numeric
@attribute state[5] numeric
@attribute state[6] numeric
@attribute state[7] numeric
@attribute state[8] numeric
@attribute state[9] numeric
@attribute state[10] numeric
@attribute state[11] numeric
@attribute state[12] numeric
@attribute Action {0,1,2}

@data
7.95342	9.79978	13.4724	12.8401	14.3637	7.41132	9.1891	5.16427	6.87042	7.99543	11.3533	34.6895	51.0535	0
7.83173	9.7323	13.4669	12.4062	14.0595	7.53261	9.21475	4.88152	6.76399	7.88094	11.2809	34.8965	51.4996	0
8.05089	10.8532	14.0446	13.2266	13.3729	9.55403	9.16305	5.82228	5.78121	9.21845	11.7184	43.6451	50.5336	0
8.08036	11	13.5	12.2	13.5	9.671	8.7575	4.57827	6.03033	9.3162	10.925	44	50	0
8.16293	10.9869	13.7806	12.0355	13.213	9.87584	8.79985	4.46471	5.75822	9.24539	11.0473	44.6439	50.1141	0
8.197	10.9671	13.9019	11.7424	13.0298	9.95782	8.81683	4.20382	5.65626	9.14862	10.9985	44.2335	49.9269	0
8.19734	10	13.5	11	13.5	9.35626	8.53508	3.33567	5.96578	8.92114	10.2234	46	48	0
8.2112	10	13.5	10.7054	13.3153	9.39272	8.49875	3.08654	5.8551	8.77987	10.164	45.3966	47.9627	0
8.19471	10	13.5	10	12.2	9.42252	8.46734	2.55182	4.82214	8.45237	10.0789	46	48	0
8.20098	9.99586	13.5035	9.70242	12.0144	9.44245	8.46096	2.34721	4.7375	8.32569	10.0776	45.306	48.1209	0
8.20098	10.0015	13.4971	9.40362	11.8316	9.45042	8.45842	2.16531	4.66474	8.19592	10.0865	44.519	48.3009	0
8.20185	10	13.5	9	10	9.43431	8.45573	1.89799	3.03341	7.81462	10.0325	46	48	0
8.20185	10	13.5	8.7013	10.1874	9.43431	8.45573	1.79078	3.05153	7.96434	10.0654	46.9394	48.1808	1
8.1999	10	13.5	7.4	9	9.43248	8.45748	1.87458	2.45042	7.48074	10.2922	46	49	0
8.1999	10	13.5	7.10196	9.18755	9.43248	8.45748	2.02093	2.39664	7.53304	10.3717	47.0416	49.2705	0
8.1999	10	13.5	6.80401	9.37801	9.43248	8.45748	2.19822	2.36817	7.4846	10.3586	48.0412	49.5595	0
8.1999	10	13.5	6	7.4	9.43248	8.45748	2.74885	2.37364	7.07871	10.6826	45	50	0
8.1999	10	13.5	5.70304	7.585	9.43248	8.45748	2.99629	2.17593	7.25938	10.6251	46.286	50.417	1
