8.49717 13.9824 19.6662 12.5026 12.5164 11.5609 11.1699 11.1563 10.2197 21.7041 16.1138 109.859 54.8018 0 36 1
7.97919 12.1751 18.5412 13.0814 13.3328 11.1695 10.6466 9.9802 10.7375 21.0661 15.5987 112.993 55.9546 0 35 1
9.44918 10.3499 15.6467 15.8819 16.0035 9.12575 9.99772 7.83219 7.73139 9.25661 15.0656 33.6486 56.836 0 29 1
9.42832 9.69217 15.6249 14.7882 16.3473 8.75302 9.9391 6.47948 8.31106 9.10388 14.0812 33.0931 55.0784 0 28 1
8.01744 9.37849 14.1966 13.3107 15.4279 8.75302 9.93519 6.20338 8.5496 8.88816 13.9369 37.708 60.7823 0 27 1
7.97763 9.57839 14.1777 13.7832 14.2424 8.87537 9.95086 7.02755 7.11561 8.60596 14.4547 38.1437 61.1418 0 26 1
7.39013 9.22544 13.8244 11.7851 12.3194 8.87283 9.94692 5.35018 6.32588 7.83228 13.4736 39.4451 62.8945 0 25 1
7.10319 9.35172 13.4202 11.3037 11.9672 8.87283 9.94451 5.07915 6.07867 7.8153 13.3425 40.74 64.6594 0 24 1
7.00729 9.66741 14.2047 9.85431 11.5122 9.08311 10.7326 4.3712 5.41239 6.78492 14.2348 40.6618 66.2584 0 23 1
6.94185 9.6777 14.1974 8.89766 11.549 9.1731 10.7156 3.8442 5.49029 6.43432 14.1045 40.2585 65.9985 0 22 1
6.93816 9.66363 14.2185 8.5886 11.7358 9.1731 10.728 3.65064 5.7326 6.37012 14.0279 40.3145 66.7647 0 21 1
6.94276 9.6811 14.233 8.46365 8.9148 9.1387 10.7205 3.81658 3.3422 5.9964 13.4222 37.8492 66.3256 0 20 1
6.86787 9.68845 14.1991 7.89626 8.03358 9.1405 10.713 2.65064 3.38368 6.21775 13.102 39.7145 65.6929 0 19 1
6.87992 9.70677 14.1969 7.6124 7.84377 9.1405 10.713 2.50409 3.15742 6.34036 13.058 40.6419 65.6883 0 18 1
6.87469 9.56963 14.2151 5.62516 6.86522 7.95476 10.7221 2.59724 3.12761 4.8359 13.1507 28.6361 67.6663 0 17 1
6.89569 9.49352 14.1971 4.90824 6.15068 7.26829 10.7337 2.94077 3.10372 4.51034 13.1977 22.8549 68.3274 0 16 1
8.19625 10.8412 14.6456 6.03981 7.1658 7.26829 10.7337 3.09933 2.87603 4.9731 13.2013 21.9108 64.3079 2 15 15
7.81633 11.1425 18.9264 11.8244 12.1223 10.3701 11.1866 9.19045 9.94752 19.3149 15.9678 114.456 57.1097 1 34 34

8.44194 12.8536 19.4969 10.9368 10.9734 10.3533 11.0563 9.41458 9.86542 19.4966 16.09 109.811 55.6137 0 205 1
8.53033 13.0366 19.6093 10.6033 10.8308 10.3651 11.0826 9.66798 9.19947 19.3213 15.8687 107.742 53.9431 0 204 1
8.05285 12.6459 19.4664 8.89123 10.0886 10.4898 11.4138 8.52305 8.61258 18.3602 16.1035 111.035 55.6896 0 203 1
8.02825 12.6146 19.4515 8.32685 8.41821 10.5052 11.4237 7.66738 8.4428 17.5155 16.38 111.891 56.3729 0 202 1
8.02904 12.5935 19.452 8.04884 8.36434 10.5052 11.4237 7.52183 8.20091 17.2931 16.4269 111.918 56.3922 0 201 1
8.05126 12.5893 19.4744 6.57367 7.5736 10.4996 11.4241 6.99112 7.62746 16.2489 16.7864 112.119 56.6701 0 200 1
8.00696 12.6459 19.4309 6.16728 7.53749 10.4996 11.4241 6.90886 7.8735 16.042 16.8635 112.38 56.8051 0 199 1
8.61316 11.4662 16.6269 7.98225 9.55564 7.33644 11.6336 5.28651 4.70385 2.68419 16.2076 2.85803 70.6899 0 192 1
8.15872 11.4052 16.4779 7.09322 8.45472 6.94825 11.5595 5.28318 4.157 3.26938 15.6526 2.63215 69.4077 0 191 1
8.15302 11.3923 16.4836 6.77996 8.64656 6.94825 11.5606 5.24518 4.36254 3.02086 15.8337 2.61371 70.3687 0 190 1
8.17891 11.4097 16.4866 4.87461 7.63818 6.17016 11.5877 5.24305 3.78366 3.83223 15.3714 4.16917 68.1169 0 189 1
9.55052 12.9147 17.1329 5.34912 7.05232 6.02768 11.5877 5.67973 3.79161 5.94724 14.9237 4.98904 60.074 0 188 1
9.45471 12.8287 17.0597 4.96719 7.15433 6.02768 11.5877 5.83294 3.84421 5.72688 15.0685 4.62988 61.8506 0 187 1
8.16117 12.9379 13.2385 9.78338 11.5867 8.37071 7.73764 6.04733 7.64694 1.42245 13.6106 1.03116 70.6745 0 178 1
9.16094 12.6542 14.3728 9.08933 11.2439 6.64306 8.5438 5.38022 7.28206 2.47596 13.9238 3.86327 68.603 0 177 1
9.17357 14.0165 14.3784 8.3056 10.2581 7.15476 8.68509 5.14586 6.7026 4.63755 13.7914 6.92449 69.0191 0 176 1
9.17458 14.0321 14.3729 8.0126 10.3513 7.09231 8.68509 5.11451 6.53808 4.48522 13.7255 7.44442 69.0402 0 175 1
9.18011 14.3872 15.802 6.82719 8.64536 8.82717 7.86488 4.92011 5.53618 13.3938 7.83959 67.8059 11.3819 0 174 1
9.17504 14.3896 15.8323 6.11894 7.83725 8.78576 7.54605 5.06165 5.35329 13.2636 8.77142 67.0803 14.2872 0 173 1
9.17504 14.3896 15.9603 5.81894 7.94124 8.78576 7.62194 5.17163 5.13343 13.2553 8.71588 67.0803 14.7445 0 172 1
9.56245 14.2568 17.1564 3.3772 5.54532 6.40782 11.5877 6.7121 4.78342 8.71287 15.2117 0.986406 60.4999 2 186 26
7.32761 10.8165 13.2472 11.5439 11.7537 8.53944 6.51614 4.37119 4.71201 11.0474 1.96951 59.1089 5.89786 0 160 1
7.3213 11.2028 13.6588 11.1063 11.203 8.64022 7.57011 4.13917 4.18582 11.2659 3.81767 60.3725 13.2358 0 159 1
6.33357 11.1802 11.3972 8.99967 9.70668 8.78217 7.01278 3.29592 3.98123 11.1905 3.64793 66.338 17.6791 0 158 1
6.3077 11.1259 11.4083 6.73492 8.33235 8.79192 7.7741 1.58105 2.69596 10.342 5.40605 65.4837 26.3572 0 157 1
6.28875 11.1012 11.4087 6.42031 8.11945 8.79192 7.99124 1.49248 2.44617 10.2839 5.89312 65.284 29.0325 0 156 1
6.27291 11.0751 11.4071 5.71456 8.08435 8.75058 8.49912 1.40342 2.65191 10.0313 6.19144 64.4029 31.5679 0 155 1
7.9456 12.6861 19.3696 4.66217 6.77759 10.4996 11.4241 6.81827 7.67634 15.2179 17.2713 114.423 58.6555 0 198 49
6.91134 7.32542 16.0965 7.23365 8.31932 5.10036 9.27065 4.31196 2.47781 0.82483 7.96957 6.4553 8.62588 0 149 1
6.38258 7.02258 14.1362 6.34231 6.74665 4.02956 7.75552 3.96786 1.42958 0.710706 7.72012 1.76646 13.1417 0 148 1
6.39976 6.8911 13.8611 6.06031 6.60266 3.78651 7.46979 3.88781 1.56254 0.914611 7.72285 3.39187 15.8478 0 147 1
6.37873 6.81295 13.8402 5.37513 5.94542 2.92246 7.54643 3.73125 1.70096 1.4061 8.6353 9.97462 22.2375 0 146 1
6.46237 6.7967 13.8153 5.10046 5.85423 2.78421 7.44392 3.73345 1.92015 1.22022 8.80006 7.04437 24.067 0 145 1
7.32351 7.71813 13.2476 4.45599 6.21927 0.856494 6.46298 4.43189 1.88471 1.73302 8.29312 7.19891 28.0667 0 144 1
6.26005 11.0569 11.4064 4.31004 7.47014 8.7571 8.95411 2.18543 2.50955 9.88834 6.5426 63.1475 32.888 1 154 17
3.48476 5.93282 7.43503 5.96809 6.3402 7.44068 7.14454 5.23154 5.90816 11.7516 1.23738 161.828 4.81306 0 137 1
3.85348 5.10474 8.32112 6.53938 6.97342 7.44781 7.14454 4.98578 5.70395 11.49 1.45546 161.189 4.13481 0 136 1
3.97327 5.85529 8.04292 5.91278 6.91299 7.34432 6.62643 4.4619 5.52627 11.184 1.16163 143.746 2.07133 0 135 1
